chord,n_notes,mean_pitch,mean_effective_duration,std_effective_duration,mean_velocity,std_velocity,n_black,pct_black,n_success,pct_success
A7,94,71.82978723404256,0.40393617021276595,0.2739013953534609,87.46808510638297,15.475059454197861,13,0.13829787234042554,39,0.41935483870967744
D7,29,68.10344827586206,0.6644827586206896,0.692415988750861,100.51724137931035,21.89523870234148,0,0.0,10,0.3448275862068966
E7,17,70.52941176470588,0.5847058823529412,0.6667094349026682,83.70588235294117,24.639309816536954,5,0.29411764705882354,5,0.29411764705882354
