label,n,mean_eff_dur,std_eff_dur,mean_vel,std_vel
success,54,0.4588888888888889,0.3300181050874855,88.24074074074075,17.258233129776208
failure,85,0.49764705882352944,0.5262550691053756,90.70588235294117,20.08068458886357
